x_ang,y_ang,z_ang
2.916900000000000048e+01,2.538899999999999935e+01,2.177700000000000102e+01
3.059199999999999875e+01,2.537900000000000134e+01,2.210099999999999909e+01
3.277900000000000347e+01,2.417599999999999838e+01,2.216799999999999926e+01
3.573700000000000188e+01,2.417500000000000071e+01,2.238500000000000156e+01
3.351800000000000068e+01,2.541900000000000048e+01,2.227700000000000102e+01
3.504899999999999949e+01,2.544000000000000128e+01,2.229299999999999926e+01
3.724799999999999756e+01,2.410600000000000165e+01,2.229400000000000048e+01
4.012599999999999767e+01,2.397800000000000153e+01,2.184299999999999997e+01
3.791899999999999693e+01,2.533200000000000074e+01,2.186899999999999977e+01
3.934599999999999653e+01,2.529299999999999926e+01,2.182100000000000151e+01
4.156499999999999773e+01,2.398799999999999955e+01,2.174299999999999855e+01
4.452900000000000347e+01,2.405999999999999872e+01,2.223199999999999932e+01
4.223400000000000176e+01,2.524899999999999878e+01,2.165299999999999869e+01
4.368800000000000239e+01,2.534499999999999886e+01,2.196000000000000085e+01
4.588499999999999801e+01,2.666100000000000136e+01,2.197400000000000020e+01
4.955000000000000071e+00,2.673799999999999955e+01,2.217299999999999827e+01
2.649999999999999911e+00,2.797299999999999898e+01,2.187600000000000122e+01
4.166999999999999815e+00,2.799200000000000088e+01,2.194900000000000162e+01
6.402000000000000135e+00,2.676300000000000168e+01,2.192899999999999849e+01
9.263999999999999346e+00,2.654200000000000159e+01,2.169200000000000017e+01
7.149000000000000021e+00,2.796600000000000108e+01,2.182199999999999918e+01
8.608000000000000540e+00,2.792500000000000071e+01,2.173199999999999932e+01
1.071700000000000053e+01,2.653999999999999915e+01,2.185999999999999943e+01
1.377999999999999936e+01,2.667899999999999849e+01,2.183899999999999864e+01
1.153899999999999970e+01,2.788500000000000156e+01,2.194900000000000162e+01
1.295500000000000007e+01,2.791700000000000159e+01,2.175300000000000011e+01
1.520700000000000074e+01,2.667999999999999972e+01,2.205199999999999960e+01
1.814099999999999824e+01,2.667899999999999849e+01,2.196999999999999886e+01
1.598499999999999943e+01,2.796600000000000108e+01,2.196399999999999864e+01
1.747500000000000142e+01,2.799899999999999878e+01,2.190099999999999980e+01
1.967399999999999949e+01,2.667000000000000171e+01,2.207199999999999918e+01
2.258200000000000074e+01,2.665599999999999881e+01,2.179200000000000159e+01
2.036100000000000065e+01,2.794099999999999895e+01,2.204799999999999827e+01
2.186499999999999844e+01,2.793299999999999983e+01,2.193199999999999861e+01
2.401699999999999946e+01,2.662699999999999889e+01,2.170599999999999952e+01
2.691199999999999903e+01,2.660900000000000176e+01,2.167699999999999960e+01
2.478200000000000003e+01,2.791400000000000148e+01,2.173499999999999943e+01
2.621600000000000108e+01,2.785800000000000054e+01,2.158299999999999841e+01
2.841900000000000048e+01,2.660999999999999943e+01,2.166799999999999926e+01
3.130300000000000082e+01,2.673600000000000065e+01,2.212000000000000099e+01
2.908099999999999952e+01,2.785500000000000043e+01,2.165200000000000102e+01
3.059299999999999997e+01,2.799500000000000099e+01,2.190299999999999869e+01
3.284700000000000131e+01,2.680000000000000071e+01,2.207600000000000051e+01
3.582699999999999818e+01,2.672599999999999909e+01,2.211700000000000088e+01
3.355499999999999972e+01,2.790899999999999892e+01,2.151099999999999923e+01
3.509400000000000119e+01,2.803600000000000136e+01,2.190899999999999892e+01
3.722899999999999920e+01,2.670799999999999841e+01,2.183599999999999852e+01
4.014399999999999835e+01,2.665099999999999980e+01,2.165599999999999881e+01
3.798599999999999710e+01,2.788700000000000045e+01,2.153900000000000148e+01
3.941199999999999903e+01,2.793599999999999994e+01,2.151800000000000068e+01
4.157800000000000296e+01,2.659499999999999886e+01,2.151899999999999835e+01
4.440999999999999659e+01,2.666499999999999915e+01,2.192800000000000082e+01
4.231300000000000239e+01,2.779700000000000060e+01,2.128000000000000114e+01
4.372200000000000131e+01,2.784700000000000131e+01,2.134799999999999898e+01
4.591299999999999670e+01,2.918199999999999861e+01,2.140200000000000102e+01
4.850999999999999979e+00,2.920700000000000074e+01,2.174800000000000111e+01
2.580999999999999961e+00,3.046499999999999986e+01,2.147800000000000153e+01
4.072000000000000064e+00,3.042200000000000060e+01,2.160699999999999932e+01
6.368999999999999773e+00,2.916199999999999903e+01,2.164999999999999858e+01
9.307999999999999829e+00,2.917000000000000171e+01,2.153900000000000148e+01
7.110000000000000320e+00,3.036299999999999955e+01,2.134299999999999997e+01
8.573999999999999844e+00,3.039399999999999835e+01,2.153300000000000125e+01
1.073499999999999943e+01,2.917899999999999849e+01,2.153500000000000014e+01
1.362700000000000067e+01,2.914300000000000068e+01,2.148100000000000165e+01
1.145899999999999963e+01,3.035300000000000153e+01,2.104700000000000060e+01
1.286200000000000010e+01,3.039999999999999858e+01,2.136299999999999955e+01
1.521100000000000030e+01,2.915099999999999980e+01,2.156500000000000128e+01
1.814499999999999957e+01,2.925199999999999889e+01,2.181099999999999994e+01
1.592200000000000060e+01,3.044200000000000017e+01,2.136400000000000077e+01
1.744399999999999906e+01,3.047299999999999898e+01,2.152199999999999847e+01
1.965399999999999991e+01,2.928399999999999892e+01,2.206899999999999906e+01
2.261700000000000088e+01,2.911499999999999844e+01,2.183999999999999986e+01
2.038800000000000168e+01,3.049699999999999989e+01,2.171999999999999886e+01
2.190200000000000102e+01,3.040099999999999980e+01,2.166499999999999915e+01
2.409499999999999886e+01,2.911499999999999844e+01,2.161799999999999855e+01
2.685999999999999943e+01,2.907400000000000162e+01,2.121499999999999986e+01
2.477899999999999991e+01,3.038299999999999912e+01,2.111599999999999966e+01
2.611899999999999977e+01,3.038599999999999923e+01,2.107000000000000028e+01
2.830300000000000082e+01,2.902599999999999980e+01,2.117500000000000071e+01
3.128099999999999881e+01,2.911199999999999832e+01,2.129200000000000159e+01
2.905999999999999872e+01,3.030300000000000082e+01,2.089799999999999969e+01
3.058800000000000097e+01,3.030300000000000082e+01,2.078900000000000148e+01
3.283800000000000097e+01,2.908200000000000074e+01,2.122200000000000131e+01
3.580700000000000216e+01,2.921799999999999997e+01,2.136799999999999855e+01
3.350200000000000244e+01,3.035800000000000054e+01,2.082900000000000063e+01
3.504899999999999949e+01,3.042500000000000071e+01,2.099899999999999878e+01
3.726800000000000068e+01,2.917599999999999838e+01,2.123000000000000043e+01
4.015100000000000335e+01,2.911799999999999855e+01,2.125400000000000134e+01
3.804099999999999682e+01,3.033299999999999841e+01,2.072800000000000153e+01
3.941599999999999682e+01,3.036899999999999977e+01,2.098300000000000054e+01
4.156099999999999994e+01,2.905399999999999849e+01,2.092500000000000071e+01
4.445199999999999818e+01,2.912900000000000134e+01,2.117399999999999949e+01
4.228699999999999903e+01,3.029899999999999949e+01,2.056500000000000128e+01
4.373100000000000165e+01,3.034100000000000108e+01,2.081099999999999994e+01
4.583700000000000330e+01,3.176899999999999835e+01,2.125000000000000000e+01
4.895999999999999908e+00,3.162099999999999866e+01,2.119300000000000139e+01
2.649999999999999911e+00,3.284199999999999875e+01,2.080999999999999872e+01
4.155999999999999694e+00,3.278900000000000148e+01,2.073600000000000065e+01
6.403999999999999915e+00,3.159700000000000131e+01,2.116600000000000037e+01
9.284000000000000696e+00,3.163500000000000156e+01,2.111400000000000077e+01
7.107999999999999652e+00,3.279800000000000182e+01,2.082600000000000051e+01
8.542999999999999261e+00,3.278499999999999659e+01,2.066799999999999926e+01
1.071299999999999919e+01,3.153200000000000003e+01,2.087500000000000000e+01
1.365199999999999925e+01,3.160699999999999932e+01,2.103200000000000003e+01
1.149300000000000033e+01,3.281799999999999784e+01,2.074599999999999866e+01
1.296599999999999930e+01,3.284100000000000108e+01,2.061799999999999855e+01
1.511999999999999922e+01,3.162999999999999901e+01,2.104299999999999926e+01
1.812099999999999866e+01,3.169200000000000017e+01,2.112999999999999901e+01
1.584299999999999997e+01,3.289900000000000091e+01,2.106500000000000128e+01
1.731899999999999906e+01,3.292499999999999716e+01,2.095899999999999963e+01
1.964699999999999847e+01,3.173799999999999955e+01,2.135800000000000054e+01
2.257999999999999829e+01,3.159799999999999898e+01,2.110500000000000043e+01
2.032100000000000151e+01,3.296099999999999852e+01,2.099699999999999989e+01
2.181099999999999994e+01,3.293900000000000006e+01,2.093100000000000094e+01
2.403600000000000136e+01,3.161899999999999977e+01,2.090500000000000114e+01
2.686599999999999966e+01,3.166900000000000048e+01,2.066600000000000037e+01
2.476699999999999946e+01,3.292499999999999716e+01,2.061700000000000088e+01
2.619600000000000151e+01,3.286699999999999733e+01,2.029700000000000060e+01
2.832499999999999929e+01,3.156099999999999994e+01,2.058899999999999864e+01
3.134600000000000009e+01,3.152700000000000102e+01,2.042200000000000060e+01
2.907400000000000162e+01,3.274499999999999744e+01,2.023499999999999943e+01
3.060000000000000142e+01,3.271699999999999875e+01,2.009299999999999997e+01
3.282200000000000273e+01,3.138800000000000168e+01,2.015500000000000114e+01
3.574600000000000222e+01,3.157400000000000162e+01,2.042999999999999972e+01
3.357800000000000296e+01,3.258500000000000085e+01,1.973499999999999943e+01
3.503099999999999881e+01,3.275399999999999778e+01,1.990700000000000003e+01
3.723299999999999699e+01,3.159100000000000108e+01,2.046199999999999974e+01
4.014300000000000068e+01,3.161599999999999966e+01,2.051699999999999946e+01
3.794299999999999784e+01,3.276100000000000279e+01,1.997899999999999920e+01
3.938799999999999812e+01,3.278900000000000148e+01,1.999599999999999866e+01
4.157800000000000296e+01,3.171099999999999852e+01,2.053099999999999881e+01
4.447599999999999909e+01,3.162800000000000011e+01,2.074200000000000088e+01
4.235499999999999687e+01,3.291499999999999915e+01,2.027599999999999980e+01
4.383200000000000074e+01,3.289600000000000080e+01,2.030499999999999972e+01
4.592900000000000205e+01,3.417000000000000171e+01,2.028200000000000003e+01
4.926999999999999602e+00,3.405100000000000193e+01,2.045700000000000074e+01
2.665999999999999925e+00,3.530899999999999750e+01,1.989199999999999946e+01
4.163999999999999702e+00,3.526100000000000279e+01,2.002599999999999980e+01
6.334999999999999964e+00,3.401100000000000279e+01,2.044399999999999906e+01
9.321999999999999176e+00,3.405799999999999983e+01,2.049899999999999878e+01
7.051999999999999602e+00,3.526299999999999812e+01,2.005600000000000094e+01
8.608000000000000540e+00,3.533100000000000307e+01,2.005799999999999983e+01
1.078899999999999970e+01,3.400999999999999801e+01,2.033699999999999974e+01
1.373499999999999943e+01,3.413300000000000267e+01,2.054700000000000060e+01
1.150000000000000000e+01,3.523199999999999932e+01,1.989399999999999835e+01
1.300699999999999967e+01,3.531099999999999994e+01,2.010200000000000031e+01
1.515799999999999947e+01,3.419899999999999807e+01,2.085999999999999943e+01
1.804599999999999937e+01,3.419599999999999795e+01,2.086299999999999955e+01
1.592300000000000004e+01,3.540800000000000125e+01,2.043100000000000094e+01
1.736100000000000065e+01,3.541700000000000159e+01,2.064099999999999824e+01
1.954899999999999949e+01,3.412500000000000000e+01,2.074899999999999878e+01
2.250799999999999912e+01,3.399600000000000222e+01,2.025300000000000011e+01
2.030000000000000071e+01,3.522999999999999687e+01,2.005300000000000082e+01
2.177700000000000102e+01,3.525399999999999778e+01,1.978999999999999915e+01
2.398400000000000176e+01,3.404999999999999716e+01,2.012500000000000000e+01
2.692000000000000171e+01,3.400900000000000034e+01,1.986499999999999844e+01
2.461599999999999966e+01,3.515999999999999659e+01,1.939099999999999824e+01
2.613700000000000045e+01,3.513900000000000290e+01,1.926399999999999935e+01
2.839099999999999824e+01,3.400200000000000244e+01,1.995299999999999940e+01
3.143199999999999861e+01,3.387500000000000000e+01,1.954100000000000037e+01
2.915899999999999892e+01,3.519500000000000028e+01,1.954500000000000171e+01
3.064600000000000080e+01,3.499900000000000233e+01,1.909900000000000020e+01
3.286200000000000188e+01,3.385699999999999932e+01,1.941499999999999915e+01
3.573899999999999721e+01,3.397999999999999687e+01,1.947700000000000031e+01
3.361899999999999977e+01,3.497599999999999909e+01,1.889399999999999835e+01
3.500500000000000256e+01,3.506000000000000227e+01,1.887500000000000000e+01
3.721500000000000341e+01,3.397500000000000142e+01,1.955900000000000105e+01
4.010999999999999943e+01,3.405499999999999972e+01,1.965599999999999881e+01
3.790100000000000335e+01,3.525600000000000023e+01,1.932499999999999929e+01
3.941100000000000136e+01,3.521300000000000097e+01,1.912300000000000111e+01
4.148599999999999710e+01,3.413799999999999812e+01,2.000400000000000134e+01
4.447999999999999687e+01,3.415299999999999869e+01,2.017899999999999849e+01
4.224300000000000210e+01,3.530299999999999727e+01,1.954400000000000048e+01
4.367099999999999937e+01,3.537599999999999767e+01,1.979799999999999827e+01
4.594700000000000273e+01,3.652199999999999847e+01,1.946199999999999974e+01
4.889000000000000234e+00,3.650099999999999767e+01,1.958899999999999864e+01
2.713000000000000078e+00,3.767499999999999716e+01,1.897700000000000031e+01
4.160000000000000142e+00,3.764600000000000080e+01,1.884299999999999997e+01
6.355000000000000426e+00,3.640800000000000125e+01,1.946399999999999864e+01
9.358999999999999986e+00,3.652199999999999847e+01,1.974599999999999866e+01
7.070999999999999730e+00,3.763199999999999790e+01,1.906700000000000017e+01
8.545999999999999375e+00,3.774399999999999977e+01,1.935800000000000054e+01
1.084699999999999953e+01,3.644700000000000273e+01,1.956200000000000117e+01
1.377599999999999980e+01,3.660199999999999676e+01,1.998199999999999932e+01
1.155899999999999928e+01,3.770400000000000063e+01,1.935099999999999909e+01
1.301999999999999957e+01,3.777400000000000091e+01,1.953099999999999881e+01
1.525200000000000067e+01,3.653199999999999648e+01,1.988599999999999923e+01
1.807700000000000173e+01,3.661399999999999721e+01,2.009199999999999875e+01
1.594500000000000028e+01,3.770100000000000051e+01,1.941199999999999903e+01
1.742200000000000060e+01,3.777199999999999847e+01,1.963299999999999912e+01
1.957799999999999940e+01,3.650399999999999778e+01,1.977100000000000080e+01
2.248100000000000165e+01,3.643500000000000227e+01,1.940200000000000102e+01
2.028900000000000148e+01,3.766799999999999926e+01,1.931700000000000017e+01
2.171699999999999875e+01,3.765599999999999881e+01,1.913500000000000156e+01
2.392599999999999838e+01,3.641599999999999682e+01,1.934400000000000119e+01
2.682900000000000063e+01,3.631499999999999773e+01,1.927100000000000080e+01
2.463500000000000156e+01,3.766100000000000136e+01,1.907000000000000028e+01
2.609600000000000009e+01,3.767699999999999960e+01,1.907100000000000151e+01
2.838100000000000023e+01,3.635499999999999687e+01,1.914300000000000068e+01
3.132600000000000051e+01,3.622399999999999665e+01,1.851000000000000156e+01
2.902400000000000091e+01,3.752799999999999869e+01,1.850100000000000122e+01
3.055999999999999872e+01,3.746399999999999864e+01,1.818400000000000105e+01
3.283200000000000074e+01,3.618900000000000006e+01,1.835500000000000043e+01
3.576899999999999835e+01,3.634400000000000119e+01,1.849200000000000088e+01
3.353999999999999915e+01,3.747999999999999687e+01,1.805799999999999983e+01
3.502100000000000080e+01,3.751299999999999812e+01,1.799699999999999989e+01
3.716499999999999915e+01,3.648599999999999710e+01,1.887699999999999889e+01
4.018299999999999983e+01,3.639399999999999835e+01,1.878500000000000014e+01
3.789699999999999847e+01,3.762599999999999767e+01,1.841199999999999903e+01
3.944500000000000028e+01,3.755499999999999972e+01,1.841100000000000136e+01
4.155599999999999739e+01,3.636800000000000210e+01,1.892800000000000082e+01
4.445900000000000318e+01,3.662800000000000011e+01,1.948000000000000043e+01
4.236099999999999710e+01,3.764200000000000301e+01,1.873900000000000077e+01
4.376899999999999835e+01,3.775699999999999790e+01,1.903699999999999903e+01
4.597299999999999898e+01,3.897299999999999898e+01,1.865399999999999991e+01
4.900999999999999801e+00,3.895900000000000318e+01,1.882900000000000063e+01
2.705999999999999961e+00,4.023199999999999932e+01,1.849699999999999989e+01
4.208999999999999631e+00,4.022599999999999909e+01,1.853500000000000014e+01
6.341999999999999638e+00,3.886399999999999721e+01,1.857400000000000162e+01
9.353999999999999204e+00,3.898899999999999721e+01,1.917000000000000171e+01
7.102999999999999758e+00,4.011999999999999744e+01,1.848999999999999844e+01
8.599000000000000199e+00,4.021300000000000097e+01,1.876699999999999946e+01
1.081799999999999962e+01,3.900500000000000256e+01,1.919500000000000028e+01
1.373199999999999932e+01,3.901899999999999835e+01,1.924399999999999977e+01
1.153500000000000014e+01,4.024499999999999744e+01,1.907900000000000063e+01
1.300200000000000067e+01,4.023499999999999943e+01,1.905000000000000071e+01
1.518299999999999983e+01,3.890200000000000102e+01,1.894399999999999906e+01
1.813599999999999923e+01,3.896399999999999864e+01,1.923400000000000176e+01
1.588799999999999990e+01,4.017300000000000182e+01,1.865200000000000102e+01
1.737600000000000122e+01,4.017900000000000205e+01,1.874099999999999966e+01
1.959400000000000119e+01,3.898100000000000165e+01,1.930199999999999960e+01
2.244500000000000028e+01,3.888600000000000279e+01,1.871300000000000097e+01
2.023699999999999832e+01,4.022200000000000131e+01,1.888200000000000145e+01
2.174099999999999966e+01,4.018099999999999739e+01,1.866600000000000037e+01
2.394500000000000028e+01,3.885600000000000165e+01,1.872599999999999909e+01
2.682000000000000028e+01,3.881499999999999773e+01,1.846300000000000097e+01
2.469900000000000162e+01,4.006499999999999773e+01,1.832400000000000162e+01
2.607999999999999829e+01,4.006499999999999773e+01,1.830799999999999983e+01
2.827599999999999980e+01,3.880799999999999983e+01,1.829500000000000171e+01
3.127499999999999858e+01,3.870700000000000074e+01,1.799500000000000099e+01
2.902400000000000091e+01,4.003199999999999648e+01,1.780900000000000105e+01
3.052599999999999980e+01,3.995799999999999841e+01,1.788599999999999923e+01
3.274799999999999756e+01,3.872899999999999920e+01,1.788800000000000168e+01
3.575200000000000244e+01,3.879500000000000171e+01,1.775600000000000023e+01
3.344100000000000250e+01,4.006600000000000250e+01,1.787699999999999889e+01
3.498299999999999699e+01,4.006099999999999994e+01,1.783899999999999864e+01
3.722299999999999898e+01,3.877400000000000091e+01,1.787500000000000000e+01
4.014999999999999858e+01,3.887199999999999989e+01,1.819800000000000040e+01
3.798599999999999710e+01,4.005199999999999960e+01,1.794500000000000028e+01
3.945600000000000307e+01,4.005199999999999960e+01,1.822899999999999920e+01
4.161999999999999744e+01,3.886399999999999721e+01,1.812199999999999989e+01
4.447999999999999687e+01,3.893599999999999994e+01,1.853999999999999915e+01
4.234899999999999665e+01,4.011500000000000199e+01,1.788599999999999923e+01
4.373599999999999710e+01,4.010600000000000165e+01,1.815700000000000003e+01
